text,site_id
"No information about your membership, subscriptions, nor any personally identifiable information we collect is shared outside the company, with the exception of what you choose to display on your public profile on silverstripe.org.",101153
"    * Unique identifiers such as user name and password, and IP address; and",82069
"We do not use cookies on this site. But we use an outside ad company to display ads on our site. Some of these advertisers may use technology such as cookies and web beacons when they advertise on our site, which will also send these advertisers (such as Google through the Google AdSense program) information including your IP address, your ISP , the browser you used to visit our site, and in some cases, whether you have Flash installed. This is generally used for geotargeting purposes (showing New York real estate ads to someone in New York, for example) or showing certain ads based on specific sites visited (such as showing cooking ads to someone who frequents cooking sites). ",111459
BackyardBargain provides a my account feature on our website which allows you to modify and/or remove most of your personal information. This page can be accessed by clicking the my account link at the top of every page on the site. Rest assured that all of your information within my account is secure and accessible only by you or limited BackyardBargain personnel. ,11341
NVIDIA® is committed to implementing appropriate protections for any Personal Information that our users share with us. ,81002
"We may make changes to this policy from time to time. We will post changes to this policy here, so be sure to check back periodically. We will generally use information in accordance with the privacy policy under which the information was collected. If, however, we are going to use users' personally identifiable information in a manner different from that stated at the time of collection we will notify our users via email or by posting a notice on the site for 30 days. ",111941
"Burger King Corporation or Service Providers acting on its behalf may use information collected from BKC website visitors to for any of the following purposes: (1) to send marketing and other communications to our visitors about BURGER KING® products or about the products and services of promotional partners that are not owned or affiliated with BKC; (2) to allow visitors to communicate with others, such as their friends, (3) to allow us to notify visitors of upcoming events, promotions, or activities on the BKC website; (4) to conduct internal reviews of the BKC website (e.g., to determine the number of visitors to the site); (5) to help us better understand visitors' use of the BKC website; (6) to fulfill prizes, awards and purchases; (7) to respond to specific requests from our visitors; (8) to provide any necessary notices to our visitors; (9) to conduct marketing research; (10) to protect the security or integrity of the BKC website; and (11) in connection with inquiries regarding becoming a franchisee of a BURGER KING® restaurant or selling real estate to Burger King Corporation. To opt out of emails or SMS communications, please follow the instructions in the email or SMS message. You can stop any further collection of information by the mobile application by uninstalling the mobile application from your mobile device. You may use the standard uninstall processes as may be available as part of your mobile device or via the mobile application marketplace or network.",14511
"We undertake or commission consumer research projects from time to time and we may share personal data with third party research companies for this purpose. Also, such third party research companies may host survey data in their data bases on our behalf.",65091
"iii. Where permitted by law, in order to send you periodic communications (this may include e-mail), about features, products and services, events and special offers. Such communications from FM may include advertising for third party companies or organizations.",42212
"We may use the information you provide about yourself to fulfill your requests for our products, programs, and services, to respond to your inquiries about our offerings, and to offer you other products, programs or services that we believe may be of interest to you.",117301
"When you view http://www.isro.gov.in, there is a provision for submitting feedback from the viewers. In the feedback form, you are requested to provide the Name, Email-id and Phone number (optional). We understand that your personal information is very sensitive, and protecting the privacy of this information is a top priority for us. The contents of your personal details from computer are kept strictly confidential.",59052
"We will use different cookies at various different stages of your use of our websites. For example when you initially enter one of our sites we will place an anonymous cookie on your browser to enable us to recognise you the next time you visit the website. We may also place a further cookie on your browser when you register for one of our services, this will enable us to remember you next time you come to sign in. We may also place anonymous cookies on your browser to monitor the advertising on our sites. These may be used to, amongst other things, ensure that you are not subjected to intrusive advertising on our sites.",80598
"Without limitation, any of the following Data may be collected:",1081
"If we make any changes to this policy, we will let you know the next time you log in.",21218
"Access to the personal data we may hold about you: EcoCard Ltd. ensures your access to the following information about you for the limited purpose of viewing and updating that information: your EcoCard, your personal information and your personal settings. You can access your personally identifiable information, modify, or erase it online by clicking 'Personal Information' under 'Personal Settings' on the secured part of the EcoCard Ltd. We do not reserve the right to refuse to provide you with a record of your personal data.",33959
  * give particulars of the act or practice the subject of the complaint.,116017
"To process transactions. IEEE may use financial/credit card and payment information to process your order. IEEE may need to share some of this information with delivery services, credit card clearing houses, and other third parties to complete the transaction.",55385
"Handbags.com reserves the right to change, modify, add or remove portions of this Policy at any time. Any changes will be posted in this document and will become effective immediately upon being posted unless we tell you otherwise.",50483
"Again, in each of these situations, the recipients of your data may potentially be located in any country in the world. ",29021
  * How to Protect Your Privacy \- information from the Federal Trade Commission.,11947
You have a right to access most personal information we hold about you and if we deny access in some circumstances we will tell you why.,19499
"We do not sell, trade, or rent Users personal identification information to others. We may share generic aggregated demographic information not linked to any personal identification information regarding visitors and users with our business partners, trusted affiliates and advertisers for the purposes outlined above.",129263
Privacy of our visitors is extremely importance to us. This privacy policy document outlines the types of personal information is received and collected by Timestamp.online and how it is used.,114066
"Donuts has endeavored to put into place and maintain reasonable security measures in an effort to protect the security of non-public personal information while it is under Donuts’ control.  Please be aware, however, that despite Donuts’ best efforts, no security measures are perfect or impenetrable.",31517
"How we collect and store information depends on the page you are visiting, the activities in which you elect to participate and the services provided. You can visit many pages on our site without providing any information. Other pages may prompt you to provide information, such as when you register for access to portions of our site, sign up for membership, request certain features (e.g., newsletters, news updates and other products), sign up for a newspaper subscription or make a purchase. You may also provide information when you participate in sweepstakes and contests, voting and polling activities, message boards and chat rooms and other interactive areas of our site.",83405
State laws and individual companies may give you additional rights to limit sharing.  ,4284
"While on our site, our advertisers, promotional partners or other third parties may use cookies or other technology to attempt to identify some of your preferences or retrieve information about you. For example, some of our advertising is served by third parties and may include cookies that enable the advertiser to determine whether you have seen a particular advertisement before. Other features available on our site may offer services operated by third parties and may use cookies or other technology to gather information. Talkinmince.com does not control the use of this technology by third parties or the resulting information, and is not responsible for any actions or policies of such third parties. ",108542
"Requests to send cookies from NIH Web pages are not designed to collect personal information about you, but only about your browser ""session."" The cookie makes it easier for you to use the dynamic features of these Web pages. The cookie and the information about your session will be destroyed automatically shortly after you close your browser—it is not permanently stored on your computer. Unless an NIH web page specifically notifies you, we will not collect and maintain personal information about you.",79770
"Cookies are a unique identifier that is sent to your Internet browser. The Internet browser may then store the cookie on your hard drive. Cookies can be used to track a visitor to a website as the visitor navigates the website and to store information. They can inform the website what pages you visit, when you last visited and your preferences, which enable websites to provide you with a more personalised service. If a visitor requests a specific language is used, a cookie will be used to record this information so that the visitor does not need to specify his or her language preference for each web page that is delivered to the visitor's browser. You can set your browser to refuse cookies, or to warn you before accepting them. We may use cookies, but most parts of our site can be accessed even if your cookies are turned off.",30353
"At Sologig, we use cookies only for the protection and convenience of our users. Cookies enable us to serve secure pages to our users without asking them to login repeatedly. If a user's system is idle for more than an hour, however, the cookie will expire, forcing the user to login again to continue their session. This prevents unauthorized access to the user's information while they are away from their computer. ",103646
"We have proper security arrangements in place to protect against the loss, misuse or alteration of information that we have collected from our customers. If you find that the site is not following above stated privacy policy, you may contact us by sending us e-mail at online@menakacard.in.",71448
"If we decide to make material changes to our privacy policy, we will update the Privacy Policy modification date.",93743
"By shopping at www.leasticoulddo.com, you accept the practices outlined in this Privacy Policy.  ",64932
We collect information from you when you subscribe to our newsletter or fill out a form.,10194
"In the course of serving advertisements to this site, a third-party advertiser may place a unique cookie on your browser. Additionally, some links from Webs may lead to websites operated by other companies. We do not control these cookies and users of Webs Services should check the privacy policy of the relevant advertiser to understand whether and how it uses cookies. ",124323
"Your passwords are stored encrypted on our server. However other details such as your email, name, age, and other submitted information is stored on our servers along with your IP address and access times. This information is stored to help improve the quality of our site and limit any damage caused by misuse. This information is also used to determine shared profiles, or fraudulent activity on the site. ",86864
"    * Use our Privacy Contact form, or write to us at the address below.",10683
"  * Petplan has a number of security measures in place to ensue that your data is secure and encrypted. We use an industry standard SSL (Secure Socket Layer) encryption, to allow for the encryption of sensitive personal information such as name, address, credit card and bank account information you may be requested to provide online. If you are using a security-enabled web browser such as Microsoft Internet Explorer 2.0 or better, or Netscape Navigator 2.0 or better, the information you transmit to us is encrypted. Unfortunately, no data transmission over the internet can be guaranteed to be totally secure. Although Petplan strives to protect your personal information, we cannot guarantee or warrant the security of any information you transmit to us or from our online products and services. These transmissions are undertaken at your own risk. Once we receive your personal information, however, we will endeavor to maintain its security on our systems.",48527
"These third-party ad servers or ad networks use technology to the advertisements and links that appear on Music Lovers Group send directly to your browsers. They automatically receive your IP address when this occurs. Other technologies ( such as cookies, JavaScript, or Web Beacons ) may also be used by the third-party ad networks to measure the effectiveness of their advertisements and / or to personalize the advertising content that you see.",75557
"We may choose to retain other companies or individuals to perform functions consistent with our Privacy Policy on behalf of SurveyLot. Such third parties may be given access to personally identifiable information necessary to provide their functions, but they may not use the information for any other purpose.",107675
If there are any questions regarding this privacy policy you may contact us using the information below.,2162
"Some of the advertisements you see on this and some artist sites are generated by third parties. Some of these third parties generate their own ""anonymous cookies"" to track how many unique users have seen a particular ad, and how many times they have seen it. These third party cookies cannot be used to identify an individual user, but only for statistical purposes, for example, in providing you with advertisements that are more relevant to your interests. Additionally, the companies that generate these cookies have their own, very strict, privacy policies but we don't have access to these cookies; other than allowing them to be served, we have no role to play in these cookies at all (although we may use statistical information arising from these third party cookies and provided to us by third parties, to improve the targeting of advertisements to users). If you wish to block third party cookies, you can do so in your browser's security settings - indeed, the majority of browsers will block them by default. ",75394
"    * enable you to post your content, such as comments or images;",122628
"We do not use ""persistent"" cookies to collect permanent information. (Note: A cookie file contains unique information a Web site can use to track such things as passwords, lists of pages you've visited, and the date when you last looked at a specific page, or to identify your session at a particular Web site. A cookie is often used in commercial sites to identify the items selected for a specific shopping cart application.) ",93804
"Like most websites, we gather statistical and other analytical information collected on an aggregate basis of all visitors to our website. This non-personal information consist of data that cannot be used to identify or contact you such as demographic information regarding like user IP addresses where they have been clipped or anonymised, browser types and other anonymous statistical information involving the use of our website. ",61058
"Other sites – This Privacy Policy applies to iGoDigital services only. Our clients’ sites may place their own cookies or other files on your computer, collect data or solicit personal information from you.",55576
"Whenever personal information (name, address, credit card numbers, etc.) is required, we will explicitly ask you to supply it. Any personal information provided will be used to tailor our products and services to better suit the interests of our valued customers.   ",120184
"Penn Medicine values your privacy and the confidentiality of the information you choose to share. Penn Medicine wants you to use the websites without being concerned that others will have access to your confidential information. This statement pertains only to Penn Medicine websites; Penn Medicine patients should also review the HIPAA Notice of Privacy Practices. This policy may change from time to time. Please review it periodically. This statement is not intended to, and does not create, any contractual or other legal rights on behalf of any party. If you have any questions about this statement, please use our contact us form.",85669
"Boilsoft software uses secure server hosted by SWREG and other 3rd party credit card processors that encrypt all the customer's personal information including name, address, credit card number credit card expiration date etc. before it is sent to us. Encryption works to prevent any malicious use of your personal information. Your credit card information is only used for online transition. Credit card information in encrypted during the ordering process and is deleted as soon as your order is completed. All other personal information (name, address and product ordered) is held to assist product registration.",15672
  * perform functions as otherwise described to you at the time of collection.,122006
"This privacy policy is developed by MoviesPad.com, in an attemp to show that MoviesPad.com respects the intellectual property rights. Thats why MoviesPad.com is disclosing how it gathers the information from the web and other medium.",74695
"As we continue to develop our business, we may participate in corporate transactions such as mergers and acquisitions, and it is possible that another company may acquire Oxford Economics Ltd. or its business assets in the future. If Oxford Economics elects, in its reasonable discretion, to transfer ownership or control of the Sites to a third party, whether or not in the context of an acquisition of Oxford Economics or a merger of Oxford Economics with a third party, you consent to the transfer of your personally identifiable information and non-personally identifiable information to that third party, provided that all use of your information by that third party remains subject to the terms of this Policy.",83900
Links – Schluter-Systems may provide links that allow us to track the path of said links as,97584
"When you visit the Site, we or a third party advertiser may store or recognize some information on your computer in the form of a ""cookie"" or similar file that provides an opportunity for a better user experience for you and better programming from us. A ""cookie"" is a small computer file that is transferred to a computer's hard drive and which permits us to know about site visits. We may use cookies to improve your experience on the Site by making it easier for you to navigate through the Site or to make a site feature work better. Information collected from a ""cookie"" might include information regarding your browser, type of computer, operating system, Internet service provider and other similar information. Cookie technology may also gather information about the areas you visit on our Site and about the links you may select from within our Site to other areas of the Internet. We use such information in the aggregate to understand which services and resources our visitors prefer and how those services and resources are used. Cookies also allow us to remember you between visits, for example, they may be used for any auto-login feature on the Site or to save any customized preference settings for future visits. We do not extract Personal Information during this process. With most Internet browsers or other software, you can erase cookies from your computer hard drive, block all cookies or receive a warning before a cookie is stored. Please refer to your browser instructions to learn more about these functions. If you reject cookies, functionality of the Site may be limited, and you may not be able to take advantage of many of the Site's features.",33195
"MangaHelpers (together with its subsidiaries, ""MangaHelpers"" or ""we"") considers the protection of personal privacy to be one of our most important values. This privacy policy (""Policy"") gives you specific information on how we protect your privacy, how we treat personal information, and the choices you have.",69337
"We use non-identifying and aggregate information to better design our website and to share with advertisers. For example, we may tell an advertiser that X number of individuals visited a certain area on our website, or that Y number of men and Z number of women filled out our registration form, but we would not disclose anything that could be used to identify those individuals. ",58384
"On rare occasions, it is necessary to send out a strictly service-related announcement. For instance, if our service is temporarily suspended for maintenance, we might send users an email. Generally, users may not opt-out of these communications, although they can deactivate their account. However, these communications are not promotional in nature.",28515
"• We may contact you by email, phone, fax or mail. We may use the information to customize the website according to your interests.",15927
"Disclosure of Personal Information. Although we may disclose aggregated information about the use of our site, that information does not contain Personal Information. We do not disclose Personal Information to third parties in the normal course of operations. Under certain circumstances, however, we could be legally obligated to disclose information to the government or other third parties and if Indeed becomes part of another organization, that organization will possess the Personal Information collected by Indeed and it will assume the rights and obligations regarding your Personal Information as described in this Privacy Policy.",56546
"senddown! collects information about your transactions with us and with some of our business partners, including information about your use of financial products and services that we offer.",59458
"Cookies allow you to take advantage of some of Dell's essential features, including allowing you to save a Shopping Cart and remembering items in your Shopping Cart between visits. If you choose to decline cookies, you may not be able to sign in or use other interactive features of Dell websites and services that depend on cookies.",35188
"  * General statistics for running the service. This includes the traffic details for the Cligs. the Cligs Blog, and for each clig hit. The details are the standard traffic details: browsers, when the hits came in, remote IP addresses, and other HTTP header. They are not used in a personally identifiable way but in aggregate to analyze them in order to optimize the site and service.",22683
"Like other Web publishers, we collect information to enhance your visit and deliver more individualized content and advertising. We respect your privacy and do not share your information with anyone.",110392
Any of the information we collect from you may be used in one of the following ways:,80108
"SmartCompany will use personal information provided to it only for the purpose for which it was provided. Personal information will not be used for any other purpose without the consent of its provider unless SmartCompany is required by law to disclose that information. SmartCompany may be required to disclose personal information to third parties in order to provide a service requested. For example, subscription services such as gift packs may require disclosure of subscribers' addresses to third parties for delivery, disclosure necessary to fulfil the purpose for which the personal information was provided. Other than in circumstances such as these, SmartCompany will not disclose personal information provided, such as name, address, email address or telephone number, to any organisation or person outside SmartCompany unless the provider has authorised SmartCompany to do so.",102400
  * To respond to your requests and to provide you with the Service; ,104676
"  6. We will protect personal information by reasonable security safeguards against loss or theft, as well as unauthorized access, disclosure, copying, use or modification.",27018
"Vectors4all has the discretion to update this privacy policy at any time. When we do, we will revise the updated date at the bottom of this page. We encourage Users to frequently check this page for any changes to stay informed about how we are helping to protect the personal information we collect. You acknowledge and agree that it is your responsibility to review this privacy policy periodically and become aware of modifications.",120588
"4\. To protect ourselves, our Members, and the general public. We specifically reserve the right to disclose any and all information to law enforcement in the event that a crime is committed, is suspected, or if we are compelled to do so by lawful criminal, civil, or administrative process, discovery requests, subpoenas, court orders, writs, or reasonable request of authorities or persons with the reasonable power to obtain such process.   ",74676
"Our primary goal in collecting this information is to provide you with a more efficient and properly working internet service. Our collection of personal information is limited to ensuring that you receive a viable product and collateral services. Obviously this information is collected and used internally to allow you to access the People Media site and purchase the People Media service and maintain purchaser information records. Aggregate information is information that cannot be traced back to any specific individual and as such is completely general in nature. This is information that does not by itself identify a specific individual. We gather certain information about you. This information is compiled and analyzed on both a personal and an aggregated basis. This information may include the Web Site's uniform Resource Locator (""URL"") that you just came from, which URL you next go to, what browser you are using and your Internet Protocal (""IP"") address. A URL is the global address of documents and other resources on the World Wide Web. An IP address is an identifier for a computer or device on a Transmission Control Protocal/Internet Protocol (""TCP/IP"") network, such as the World Wide Web. Networks like the web use the TCP/IP protocol to route information based on the IP address of the designation. Our primary goal in collecting personal information is to provide People Media service subscribers with a superior customized online experience. We use the customer contact information to send promotional information, to enhance the operation of our site and administration systems. ",14638
"How we collect and store information depends on the page you are visiting, the activities in which you elect to participate and the services provided. For example, you may be asked to provide information when you register for access to certain portions of our site or request certain features, such as newsletters or when you make a purchase. You may provide information when you participate in sweepstakes and contests, message boards and chat rooms, and other interactive areas of our site. Like most Web sites, ArticleChoice.com also collects information automatically and through the use of electronic tools that may be transparent to our visitors. For example, we may log the name of your Internet Service Provider or use cookie technology to recognize you and hold information from your visit. Among other things, the cookie may store your user name and password, sparing you from having to re-enter that information each time you visit, or may control the number of times you encounter a particular advertisement while visiting our site. As we adopt additional technology, we may also gather information through other means. In certain cases, you can choose not to provide us with information, for example by setting your browser to refuse to accept cookies, but if you do you may be unable to access certain portions of the site or may be asked to re-enter your user name and password, and we may not be able to customize the site's features according to your preferences.",8709
"By using our site, you consent to our websites privacy policy.",51515
"We and our third-party service providers and partners may collect information relating to analytics, customer trends and patterns and use cookies and software tools to measure site usage and related information. If you are making a purchase or an application for a Product, we may also use cookies to keep track of the transaction from one web page to another.",46132
"Your privacy is important to us. To better protect your privacy we provide this notice explaining our online information practices and the choices you can make about the way your information is collected and used. To make this notice easy to find, we make it available on our homepage and at every point where personally identifiable information may be requested.",97844
Cookies are used to remember preferences that are chosen by you when using this site. No personal information is collected by or stored in cookies.,58990
"By its very nature, our Site contains links to third-party Web sites. Please be aware that we cannot control and are not responsible for the information collection practices of third-party Web sites. We encourage you to review and understand the privacy policies of these Web sites before visiting them or providing any information to them.",121913
"When you create an account on the site, some information about your account and your account activity will be provided to other Users of the site. This may include your name, your age, your country and your interests. You may also choose to add personal information that will be visible to other Users on your profile page. This may include a profile picture, you name, gender, or other details.",15081
  * When you open a support ticket on our website. ,30584
"Education Week on the Web does have a relationship with DoubleClick Inc., a third-party ad-serving company. As a result of your visit to our site, DoubleClick may collect non-personally identifiable information about you, such as the server your computer is logged onto, your browser type, and whether you responded to the ad delivered. DoubleClick does not, however, collect any personally-identifiable information about you, such as your name, address, phone number, or e-mail address. For further information, consult DoubleClick's privacy policy at http://www.doubleclick.com:8080/privacy_policy. ",34399
"Additionally, as a visitor to our site, your movements within our site are logged. The only time we view this information is if we have a technical error requiring diagnostic investigation, or, abuse of our site is taking place. Every site on the Internet is capable of storing this information, and most commercial sites do. This is not invasion of your privacy, but rather a log of user X's movement from page A to page B to page C using IP address X. As innocuous as this information truly is, we once again assure you that unless you violate our guidelines, in no way whatsoever will we share, sell, or provide this information to any third party, nor will we make this information public, without your expressed consent.",64138
"3\. For site management, information is collected for statistical purposes. This government computer system uses software programs to create summary statistics, which are used for such purposes as assessing what information is of most and least interest, determining technical design specifications, and identifying system performance or problem areas.",28785
"By filling in the contact form with their Data, the User authorizes Opendept to use these details to reply to requests for information, quotes or any other kind of request as indicated by the form’s header.",82961
  * Implements reasonable policies and procedures to ensure that personal information is kept only for the purposes for which it has been gathered; ,56525
Cincinnatibell.com is a web site that contains links to various other web sites. Please be aware that these other sites may have privacy policies that differ from Cincinnati Bell's policies. Cincinnati Bell assumes no responsibility for either the content that appears on linked sites or your privacy once you have linked to other sites. ,21981
"  3. Co-branded. A Co-branded Application is a software or service that we have developed in partnership with another company or developer, who we consider to be a trusted business partner. The Co-branded Application is specifically identified by having the brand 'Cozi"" in the application name or is distributed by the developer ""Cozi"". If you are unsure whether you have a Co-branded Application, please contact us at www.cozi.com/support and we will be happy to let you know. If you register for an account with the Co-branded Application, we do not consider the business partner to be a third party under this policy, and we may share your personally identifiable information with only that business partner. The partner will abide by this Privacy Policy with respect to your information. Neither Cozi nor the partner will share your personally identifiable information with any other third parties for marketing purposes. We recommend that you also review our business partner's Privacy Policy found at their website for more information regarding their privacy practices.",25757
"We may combine information that we collect from you with other information we obtain from third parties and any other product or service we provide to further improve the relevance and effectiveness of products, services, and advertisements offered on or through the Services.",35089
"This Privacy Policy, together with the Terms of Use posted on our Website, sets forth the general rules and policies governing your use of our Website. Depending on your activities when visiting our Website, you may be required to agree to additional terms and conditions. ",56560
We will NOT share your personal information to other companies unless you have given us an authorization to do so.,78017
"We abide by the European Union (""EU"") Safe Harbor framework as set forth by the Department of Commerce regarding collection, use, and retention of data from the EU. Our privacy practices with respect to personal data collected from individuals residing in the EU are self–certified to the Safe Harbor Program developed by the US Department of Commerce and the European Commission. For more information about the Safe Harbor Program, please go to http://www.export.gov/safeharbor/. Terms that are capitalized below have the same meanings given to them as part of the Safe Harbor Program. ",57227
"Please note that the Services are directed towards users who reside in the United States. By using the Services, you consent to the collection, storage, processing, and transfer of your information in and to the United States, or other countries and territories, pursuant to the laws of the United States. While some of these countries may not offer the same level of privacy protection as your own, we commit to uphold the privacy protections as explained in this Policy.",71996
"If a user's personally identifiable information changes (such as your ZIP code), or if a user no longer desires our service, we will endeavor to provide a way to correct, update or remove that user's personal data provided to us. This can usually be done at the member information page, or by emailing or calling Customer Support.  ",99916
"In the event that we use third party advertising companies to serve ads on our behalf, these companies may employ cookies and action tags (also known as single pixel gift or web beacons) to measure advertising effectiveness. Any information that these third parties collect via cookies and action tags is completely anonymous. If you would like more information about this practice and your choices, click here. ",31733
We may transfer our databases containing your Personal Information if we sell our business or part of it.,47468
1\. You may contact us on our support area below,10882
Save the Children created this Privacy Notice to demonstrate respect for your privacy preferences and to disclose our information collection and sharing practices.,97267
"> With respect to Ad Servers: To try and bring you offers that are of interest to you, we have relationships with other companies that we may allow to place ads on our Web pages. As a result of your visit to our site, ad server companies may collect information such as your domain type, your IP address and clickstream information.",96554
"Like many websites, we also use �cookies� to collect information. A cookie is a small data file that we transfer to your computer�s hard disk for record-keeping purposes. We use �persistent cookies� to save your registration ID and login password for future logins to the Site; and we use �session ID cookies� to enable certain features of the Site, to better understand how you interact with the Site and to monitor aggregate usage and web traffic routing on the Site. You can instruct your browser, by changing its options, to stop accepting cookies or to prompt you before accepting a cookie from the websites you visit. If you do not accept cookies, however, you may not be able to use all portions of the Site or all functionality of our services.",126166
We use your IP address to help diagnose problems with our server and to administer our Web site. Your IP address is also used to gather broad demographic information. ,78055
We here at ShoppingSquare.com.au value takes your privacy and your privacy concerns seriously. Please read further to understand what how we manage your personal information and how we keep it secure. This policy covers Shopping Square's treatment of your personal information.,100649
We may amend this privacy statement and our related Fundraising and Donor Privacy Policy from time to time; please review them periodically. We maintain the option to modify these documents and all other policies at any time by electronic notice posted on our website. Your continued use of our website after the date that such notices are posted will be deemed to be your agreement to the changed terms.,74463
"We do use cookies to store information, such as your personal preferences when you visit our site.  This could include only showing you a popup once in your visit, or the ability to login to some of our features, such as forums.",53430
"  We use the information you provide about yourself or others to complete the transaction for which the information is intended. Such transactions may include administering a service, such as email, search, community, advertising sales, ecommerce, completing an order, shipping a product, replying to support requests or contacting you if you have granted us permission to do so. We do not share this information with outside parties without your permission except to the extent that is necessary to administer the services we offer our Partners and End-Users.",111187
We do not collect any customer information. Please see our payment processors' Privacy Policies concerning collected information. ,97059
"Information of a personally identifying nature will never be collected without a visitor's prior knowledge. RPGamer may collect personally identifying information as part of a contest, for membership to our forum, for access to our IRC chat channels, for utilization of our newsletter, for the purposes of tracking unique user patterns, or to collect information for the purposes of moderating one of our public outlets. This information includes but is not limited to the following:",95975
"Your e-mail address may be verified by an email containing a unique link. If that link is visited, we know that you control the e-mail address.",21698
"In addition to providing the foregoing information to our partners, if you choose to correspond further with us through email and/or support and suggestion tickets, we may retain the content of your email messages and/or tickets together with your email address and our responses. We provide the same protections for these electronic communications that we employ in the maintenance of information received by mail and telephone.",55084
"Advertisements served by Google, as a third party vendor, use DART cookies. These cookies are used to serve ads based on your visit to this site and other sites on the Internet. You may opt out of the use of the DART cookie by visiting the Google ad and content network privacy policy.",103761
"When you sign up for My FMS, we ask for your contact information. The minimum required information is:",41281
"We collect information you provide, such as when you email us, sign up through our Site, or submit information through our Site. We may collect, but are not limited to collecting, the following information: your name, gender, email address, mailing address, phone number, company name, date of birth, social security number, and issues we can help you with.",112006
"This site gives subscribed users the option of unsubscribing. Doing so removes their information from our database, halts their ability to login, and prohibits us from contacting them in the future. Users can unsubscribe by clicking on the unsubscribe link. ",32387
"  2. Adelaide Metro retains the email addresses of users who send emails via the ""Feedback"" or ""Contact Us"" facilities, for the purpose of sending a response. Information provided by you may be disclosed to our service providers to provide you with the information you have requested but will not be used or disclosed for any other purpose without your consent.   ",3436
"  * It is necessary to share information in order to investigate, prevent, or take action regarding illegal activities, suspected fraud, situations involving potential threats to the physical safety of any person, violations of Terms of Service, or as otherwise required by law.",31355
Yes (Cookies are small files that a site or its service provider transfers to your computers hard drive through your Web browser (if you allow) that enables the sites or service providers systems to recognize your browser and capture and remember certain information.,109363
"The County has implemented security measures and systems into the design, implementation and day-to-day operation of its portal, underlying servers and networks. The County progressively implements new security measures as they become available on the market. Security measures are primarily to identify and/or block unauthorized intrusions, upload or change information or otherwise cause damage to the County portal.",96533
## Straight Talk on Decidio's Terms of Use and Privacy Policy ,28669
"  * Direct mail partners. From time to time we may share our postal mailing list with selected providers of goods and services that may be of interest to you. If you prefer not to receive mailings from these providers, you can notify us at any time by contacting us by telephone, 800.634.9484; e-mail, custserv@improvementscatalog.com; or by writing us at Improvements Catalog, Attn: Customer Service, 5566 W. Chester Rd., W. Chester, OH 45069. Improvements Catalog is a member of the Direct Marketing Association (DMA) and follows DMA privacy guidelines. The DMA's Mail Preference Service reduces the availability of your name and address to many other direct marketing customers. To learn more, click on www.dmachoice.org.",56311
"GreatSchools may use an advertising server developed by a third party to display ads on our site. Some of these ads may contain cookies that are set by third parties (advertisers, sponsors). We do not have access to these cookies or any information that they contain. The GreatSchools privacy policy does not cover any use of information that a third-party ad server may have collected from you. For more information on ad serving, please click here.",49285
